tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(48.2439),tensor(135.5227),tensor(-114.1186),tensor(121.0583),tensor(0.2060),tensor(0.2327)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(44.5447),tensor(97.7882),tensor(-82.5414),tensor(106.6333),tensor(0.1779),tensor(0.1984)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(40.6528),tensor(56.5356),tensor(-52.0376),tensor(90.7511),tensor(0.1501),tensor(0.1653)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(36.6929),tensor(65.0101),tensor(-23.8608),tensor(81.4906),tensor(0.1238),tensor(0.1346)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(32.8894),tensor(99.2345),tensor(0.4866),tensor(77.7036),tensor(0.1003),tensor(0.1082)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(29.6089),tensor(142.2278),tensor(19.3482),tensor(76.8943),tensor(0.0812),tensor(0.0877)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(27.3108),tensor(189.7818),tensor(31.3819),tensor(78.9137),tensor(0.0681),tensor(0.0746)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(26.2307),tensor(233.4714),tensor(36.7019),tensor(81.2142),tensor(0.0621),tensor(0.0688)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(26.0468),tensor(266.5883),tensor(37.5866),tensor(82.7053),tensor(0.0627),tensor(0.0678)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(26.0874),tensor(285.4929),tensor(37.3918),tensor(82.9081),tensor(0.0666),tensor(0.0681)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(25.8271),tensor(290.1633),tensor(38.6350),tensor(81.6754),tensor(0.0698),tensor(0.0667)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(25.0927),tensor(282.8939),tensor(42.0751),tensor(79.2255),tensor(0.0698),tensor(0.0630)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(23.9672),tensor(266.6944),tensor(47.1549),tensor(75.9032),tensor(0.0661),tensor(0.0574)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(22.6512),tensor(244.5197),tensor(52.7988),tensor(72.0735),tensor(0.0597),tensor(0.0513)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(21.3649),tensor(218.9312),tensor(58.0077),tensor(68.0219),tensor(0.0522),tensor(0.0456)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(20.2802),tensor(192.0076),tensor(62.1631),tensor(63.9613),tensor(0.0449),tensor(0.0411)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(19.4794),tensor(165.2763),tensor(65.0922),tensor(59.9861),tensor(0.0387),tensor(0.0379)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(18.9457),tensor(139.7922),tensor(66.9790),tensor(56.1331),tensor(0.0339),tensor(0.0359)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(18.5893),tensor(116.2407),tensor(68.2095),tensor(52.4272),tensor(0.0305),tensor(0.0346)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(18.2906),tensor(95.0242),tensor(69.2229),tensor(48.8557),tensor(0.0281),tensor(0.0335)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(17.9353),tensor(76.5021),tensor(70.4070),tensor(45.5117),tensor(0.0263),tensor(0.0322)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(17.4332),tensor(60.6408),tensor(72.0410),tensor(42.2773),tensor(0.0247),tensor(0.0304)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(16.7233),tensor(47.2744),tensor(74.2714),tensor(38.9593),tensor(0.0230),tensor(0.0280)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(15.7765),tensor(36.4015),tensor(77.1024),tensor(35.5340),tensor(0.0211),tensor(0.0249)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(14.5990),tensor(28.2079),tensor(80.3928),tensor(32.0114),tensor(0.0187),tensor(0.0213)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(13.2450),tensor(22.7470),tensor(83.8610),tensor(28.4780),tensor(0.0160),tensor(0.0175)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(11.8368),tensor(20.7205),tensor(87.1105),tensor(25.0568),tensor(0.0132),tensor(0.0140)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(10.5879),tensor(20.7850),tensor(89.6869),tensor(21.7261),tensor(0.0106),tensor(0.0112)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7917),tensor(21.1493),tensor(91.1797),tensor(18.8959),tensor(0.0085),tensor(0.0096)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6894),tensor(22.1052),tensor(91.3630),tensor(18.1174),tensor(0.0073),tensor(0.0094)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(10.2497),tensor(24.1438),tensor(90.3352),tensor(20.3976),tensor(0.0071),tensor(0.0105)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(11.1463),tensor(26.6636),tensor(88.5703),tensor(23.7515),tensor(0.0079),tensor(0.0124)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(11.9862),tensor(29.1837),tensor(86.7829),tensor(26.5070),tensor(0.0093),tensor(0.0144)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(12.5001),tensor(31.7567),tensor(85.6253),tensor(28.1878),tensor(0.0107),tensor(0.0156)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(12.5948),tensor(34.5750),tensor(85.4067),tensor(28.7511),tensor(0.0116),tensor(0.0159)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(12.3243),tensor(37.6318),tensor(86.0269),tensor(28.3693),tensor(0.0118),tensor(0.0152)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(11.8301),tensor(40.6173),tensor(87.1251),tensor(27.3313),tensor(0.0113),tensor(0.0140)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(11.2762),tensor(43.1208),tensor(88.3024),tensor(25.8978),tensor(0.0105),tensor(0.0127)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(10.7931),tensor(44.5669),tensor(89.2832),tensor(24.2974),tensor(0.0096),tensor(0.0116)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(10.4436),tensor(44.4435),tensor(89.9661),tensor(22.7832),tensor(0.0089),tensor(0.0109)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(10.2223),tensor(42.5690),tensor(90.3868),tensor(21.6711),tensor(0.0084),tensor(0.0104)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(10.0851),tensor(39.0009),tensor(90.6431),tensor(20.9602),tensor(0.0081),tensor(0.0102)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.9836),tensor(33.9373),tensor(90.8305),tensor(20.3530),tensor(0.0079),tensor(0.0100)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.8879),tensor(27.9636),tensor(91.0054),tensor(19.6414),tensor(0.0077),tensor(0.0098)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7914),tensor(22.0613),tensor(91.1802),tensor(18.8796),tensor(0.0075),tensor(0.0096)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7046),tensor(19.4943),tensor(91.3359),tensor(18.5063),tensor(0.0073),tensor(0.0094)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6441),tensor(24.6849),tensor(91.4435),tensor(19.2281),tensor(0.0071),tensor(0.0093)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6218),tensor(31.6648),tensor(91.4831),tensor(20.2430),tensor(0.0070),tensor(0.0093)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6375),tensor(38.3533),tensor(91.4552),tensor(21.2446),tensor(0.0071),tensor(0.0093)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6788),tensor(43.9938),tensor(91.3819),tensor(22.0971),tensor(0.0072),tensor(0.0094)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7253),tensor(48.1327),tensor(91.2988),tensor(22.7242),tensor(0.0073),tensor(0.0095)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7571),tensor(50.5675),tensor(91.2420),tensor(23.0822),tensor(0.0075),tensor(0.0095)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7607),tensor(51.2134),tensor(91.2354),tensor(23.1470),tensor(0.0076),tensor(0.0095)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.7335),tensor(50.1547),tensor(91.2841),tensor(22.9281),tensor(0.0076),tensor(0.0095)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6829),tensor(47.6082),tensor(91.3746),tensor(22.4633),tensor(0.0075),tensor(0.0094)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.6223),tensor(43.9124),tensor(91.4823),tensor(21.8185),tensor(0.0074),tensor(0.0093)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.5661),tensor(39.4357),tensor(91.5814),tensor(21.0571),tensor(0.0072),tensor(0.0092)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.5246),tensor(34.6067),tensor(91.6543),tensor(20.2410),tensor(0.0071),tensor(0.0091)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.5009),tensor(29.9194),tensor(91.6957),tensor(19.4543),tensor(0.0070),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4917),tensor(25.7381),tensor(91.7119),tensor(18.7463),tensor(0.0069),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4897),tensor(22.3280),tensor(91.7154),tensor(18.1447),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4880),tensor(20.1099),tensor(91.7183),tensor(17.7020),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4831),tensor(19.2583),tensor(91.7269),tensor(17.4471),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4758),tensor(19.1216),tensor(91.7395),tensor(17.2938),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4704),tensor(19.2717),tensor(91.7489),tensor(17.2178),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4713),tensor(19.3977),tensor(91.7475),tensor(17.2102),tensor(0.0067),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4801),tensor(19.4856),tensor(91.7321),tensor(17.2501),tensor(0.0067),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4944),tensor(19.6829),tensor(91.7071),tensor(17.3456),tensor(0.0067),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.5081),tensor(20.0436),tensor(91.6831),tensor(17.4740),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.5144),tensor(20.4388),tensor(91.6722),tensor(17.5822),tensor(0.0068),tensor(0.0091)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.5084),tensor(20.7814),tensor(91.6827),tensor(17.6323),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4898),tensor(21.0248),tensor(91.7151),tensor(17.6155),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4625),tensor(21.1274),tensor(91.7627),tensor(17.5445),tensor(0.0068),tensor(0.0090)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4328),tensor(21.1085),tensor(91.8144),tensor(17.4499),tensor(0.0067),tensor(0.0089)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.4068),tensor(21.0390),tensor(91.8594),tensor(17.3718),tensor(0.0067),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3882),tensor(21.0016),tensor(91.8916),tensor(17.3311),tensor(0.0067),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3775),tensor(21.0712),tensor(91.9101),tensor(17.3382),tensor(0.0066),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3723),tensor(21.3089),tensor(91.9191),tensor(17.3983),tensor(0.0066),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3694),tensor(21.7553),tensor(91.9241),tensor(17.5031),tensor(0.0066),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3658),tensor(22.4211),tensor(91.9302),tensor(17.6334),tensor(0.0066),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3603),tensor(23.2838),tensor(91.9397),tensor(17.7768),tensor(0.0066),tensor(0.0088)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3530),tensor(24.2574),tensor(91.9524),tensor(17.9182),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3448),tensor(25.2542),tensor(91.9664),tensor(18.0497),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3372),tensor(26.1729),tensor(91.9795),tensor(18.1619),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3308),tensor(26.9192),tensor(91.9905),tensor(18.2467),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3257),tensor(27.4116),tensor(91.9993),tensor(18.2939),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3213),tensor(27.5896),tensor(92.0068),tensor(18.2984),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3171),tensor(27.4333),tensor(92.0139),tensor(18.2542),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3130),tensor(26.9649),tensor(92.0210),tensor(18.1640),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3091),tensor(26.2465),tensor(92.0276),tensor(18.0372),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3060),tensor(25.3616),tensor(92.0330),tensor(17.8871),tensor(0.0066),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3039),tensor(24.4081),tensor(92.0366),tensor(17.7297),tensor(0.0065),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3029),tensor(23.4817),tensor(92.0382),tensor(17.5786),tensor(0.0065),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3026),tensor(22.6701),tensor(92.0388),tensor(17.4469),tensor(0.0065),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3023),tensor(22.0432),tensor(92.0394),tensor(17.3436),tensor(0.0065),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.3012),tensor(21.6306),tensor(92.0411),tensor(17.2723),tensor(0.0065),tensor(0.0087)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.2991),tensor(21.4266),tensor(92.0447),tensor(17.2321),tensor(0.0065),tensor(0.0086)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.2960),tensor(21.4094),tensor(92.0501),tensor(17.2197),tensor(0.0065),tensor(0.0086)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.2920),tensor(21.5482),tensor(92.0569),tensor(17.2313),tensor(0.0065),tensor(0.0086)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(9.2875),tensor(21.8046),tensor(92.0646),tensor(17.2609),tensor(0.0065),tensor(0.0086)
